site,year,month,date,value,source_file,value_detrended
TAP,2009,1,2009-01-15,-47.383,ch4c13_tap_surface-flask_7_sil_month.txt,-47.4786065114277
TAP,2009,2,2009-02-15,-47.358,ch4c13_tap_surface-flask_7_sil_month.txt,-47.451166148257904
TAP,2009,3,2009-03-15,-47.284,ch4c13_tap_surface-flask_7_sil_month.txt,-47.37472578508811
TAP,2009,4,2009-04-15,-47.211,ch4c13_tap_surface-flask_7_sil_month.txt,-47.299285421918306
TAP,2009,5,2009-05-15,-47.221,ch4c13_tap_surface-flask_7_sil_month.txt,-47.306845058748515
TAP,2009,6,2009-06-15,-47.352,ch4c13_tap_surface-flask_7_sil_month.txt,-47.43540469557872
TAP,2009,7,2009-07-15,-47.543,ch4c13_tap_surface-flask_7_sil_month.txt,-47.623964332408924
TAP,2009,8,2009-08-15,-47.669,ch4c13_tap_surface-flask_7_sil_month.txt,-47.747523969239126
TAP,2009,9,2009-09-15,-47.66,ch4c13_tap_surface-flask_7_sil_month.txt,-47.736083606069336
TAP,2009,10,2009-10-15,-47.556,ch4c13_tap_surface-flask_7_sil_month.txt,-47.62964324289953
TAP,2009,11,2009-11-15,-47.431,ch4c13_tap_surface-flask_7_sil_month.txt,-47.50220287972974
TAP,2009,12,2009-12-15,-47.372,ch4c13_tap_surface-flask_7_sil_month.txt,-47.44076251655995
TAP,2010,1,2010-01-15,-47.379,ch4c13_tap_surface-flask_7_sil_month.txt,-47.445322153390144
TAP,2010,2,2010-02-15,-47.395,ch4c13_tap_surface-flask_7_sil_month.txt,-47.45888179022036
TAP,2010,3,2010-03-15,-47.404,ch4c13_tap_surface-flask_7_sil_month.txt,-47.465441427050564
TAP,2010,4,2010-04-15,-47.434,ch4c13_tap_surface-flask_7_sil_month.txt,-47.49300106388076
TAP,2010,5,2010-05-15,-47.535,ch4c13_tap_surface-flask_7_sil_month.txt,-47.591560700710964
TAP,2010,6,2010-06-15,-47.687,ch4c13_tap_surface-flask_7_sil_month.txt,-47.74112033754117
TAP,2010,7,2010-07-15,-47.819,ch4c13_tap_surface-flask_7_sil_month.txt,-47.87067997437138
TAP,2010,8,2010-08-15,-47.905,ch4c13_tap_surface-flask_7_sil_month.txt,-47.95423961120158
TAP,2010,9,2010-09-15,-47.896,ch4c13_tap_surface-flask_7_sil_month.txt,-47.94279924803179
TAP,2010,10,2010-10-15,-47.797,ch4c13_tap_surface-flask_7_sil_month.txt,-47.84135888486198
TAP,2010,11,2010-11-15,-47.634,ch4c13_tap_surface-flask_7_sil_month.txt,-47.675918521692196
TAP,2010,12,2010-12-15,-47.503,ch4c13_tap_surface-flask_7_sil_month.txt,-47.5424781585224
TAP,2011,1,2011-01-15,-47.458,ch4c13_tap_surface-flask_7_sil_month.txt,-47.495037795352594
TAP,2011,2,2011-02-15,-47.434,ch4c13_tap_surface-flask_7_sil_month.txt,-47.468597432182804
TAP,2011,3,2011-03-15,-47.363,ch4c13_tap_surface-flask_7_sil_month.txt,-47.39515706901301
TAP,2011,4,2011-04-15,-47.29,ch4c13_tap_surface-flask_7_sil_month.txt,-47.31971670584321
TAP,2011,5,2011-05-15,-47.385,ch4c13_tap_surface-flask_7_sil_month.txt,-47.412276342673415
TAP,2011,6,2011-06-15,-47.731,ch4c13_tap_surface-flask_7_sil_month.txt,-47.75583597950363
TAP,2011,7,2011-07-15,-48.086,ch4c13_tap_surface-flask_7_sil_month.txt,-48.10839561633382
TAP,2011,8,2011-08-15,-48.212,ch4c13_tap_surface-flask_7_sil_month.txt,-48.23195525316403
TAP,2011,9,2011-09-15,-47.978,ch4c13_tap_surface-flask_7_sil_month.txt,-47.99551488999424
TAP,2011,10,2011-10-15,-47.619,ch4c13_tap_surface-flask_7_sil_month.txt,-47.634074526824435
TAP,2011,11,2011-11-15,-47.417,ch4c13_tap_surface-flask_7_sil_month.txt,-47.42963416365465
TAP,2011,12,2011-12-15,-47.403,ch4c13_tap_surface-flask_7_sil_month.txt,-47.41319380048485
TAP,2012,1,2012-01-15,-47.431,ch4c13_tap_surface-flask_7_sil_month.txt,-47.43875343731505
TAP,2012,2,2012-02-15,-47.411,ch4c13_tap_surface-flask_7_sil_month.txt,-47.41631307414526
TAP,2012,3,2012-03-15,-47.362,ch4c13_tap_surface-flask_7_sil_month.txt,-47.36487271097546
TAP,2012,4,2012-04-15,-47.308,ch4c13_tap_surface-flask_7_sil_month.txt,-47.30843234780566
TAP,2012,5,2012-05-15,-47.264,ch4c13_tap_surface-flask_7_sil_month.txt,-47.26199198463587
TAP,2012,6,2012-06-15,-47.25,ch4c13_tap_surface-flask_7_sil_month.txt,-47.24555162146608
TAP,2012,7,2012-07-15,-47.304,ch4c13_tap_surface-flask_7_sil_month.txt,-47.297111258296276
TAP,2012,8,2012-08-15,-47.434,ch4c13_tap_surface-flask_7_sil_month.txt,-47.42467089512648
TAP,2012,9,2012-09-15,-47.555,ch4c13_tap_surface-flask_7_sil_month.txt,-47.54323053195669
TAP,2012,10,2012-10-15,-47.605,ch4c13_tap_surface-flask_7_sil_month.txt,-47.59079016878688
TAP,2012,11,2012-11-15,-47.548,ch4c13_tap_surface-flask_7_sil_month.txt,-47.5313498056171
TAP,2012,12,2012-12-15,-47.446,ch4c13_tap_surface-flask_7_sil_month.txt,-47.4269094424473
TAP,2013,1,2013-01-15,-47.38,ch4c13_tap_surface-flask_7_sil_month.txt,-47.358469079277505
TAP,2013,2,2013-02-15,-47.366,ch4c13_tap_surface-flask_7_sil_month.txt,-47.342028716107706
TAP,2013,3,2013-03-15,-47.362,ch4c13_tap_surface-flask_7_sil_month.txt,-47.33558835293791
TAP,2013,4,2013-04-15,-47.342,ch4c13_tap_surface-flask_7_sil_month.txt,-47.31314798976811
TAP,2013,5,2013-05-15,-47.314,ch4c13_tap_surface-flask_7_sil_month.txt,-47.28270762659832
TAP,2013,6,2013-06-15,-47.315,ch4c13_tap_surface-flask_7_sil_month.txt,-47.281267263428525
TAP,2013,7,2013-07-15,-47.379,ch4c13_tap_surface-flask_7_sil_month.txt,-47.34282690025872
TAP,2013,8,2013-08-15,-47.497,ch4c13_tap_surface-flask_7_sil_month.txt,-47.458386537088934
TAP,2013,9,2013-09-15,-47.593,ch4c13_tap_surface-flask_7_sil_month.txt,-47.55194617391914
TAP,2013,10,2013-10-15,-47.595,ch4c13_tap_surface-flask_7_sil_month.txt,-47.55150581074934
TAP,2013,11,2013-11-15,-47.537,ch4c13_tap_surface-flask_7_sil_month.txt,-47.491065447579544
TAP,2013,12,2013-12-15,-47.522,ch4c13_tap_surface-flask_7_sil_month.txt,-47.47362508440975
TAP,2014,1,2014-01-15,-47.59,ch4c13_tap_surface-flask_7_sil_month.txt,-47.539184721239955
TAP,2014,2,2014-02-15,-47.627,ch4c13_tap_surface-flask_7_sil_month.txt,-47.57374435807016
TAP,2014,3,2014-03-15,-47.524,ch4c13_tap_surface-flask_7_sil_month.txt,-47.46830399490037
TAP,2014,4,2014-04-15,-47.347,ch4c13_tap_surface-flask_7_sil_month.txt,-47.288863631730564
TAP,2014,5,2014-05-15,-47.285,ch4c13_tap_surface-flask_7_sil_month.txt,-47.22442326856076
TAP,2014,6,2014-06-15,-47.399,ch4c13_tap_surface-flask_7_sil_month.txt,-47.33598290539098
TAP,2014,7,2014-07-15,-47.579,ch4c13_tap_surface-flask_7_sil_month.txt,-47.513542542221174
TAP,2014,8,2014-08-15,-47.666,ch4c13_tap_surface-flask_7_sil_month.txt,-47.59810217905138
TAP,2014,9,2014-09-15,-47.649,ch4c13_tap_surface-flask_7_sil_month.txt,-47.57866181588159
TAP,2014,10,2014-10-15,-47.586,ch4c13_tap_surface-flask_7_sil_month.txt,-47.51322145271179
TAP,2014,11,2014-11-15,-47.549,ch4c13_tap_surface-flask_7_sil_month.txt,-47.473781089541994
TAP,2014,12,2014-12-15,-47.537,ch4c13_tap_surface-flask_7_sil_month.txt,-47.4593407263722
TAP,2015,1,2015-01-15,-47.529,ch4c13_tap_surface-flask_7_sil_month.txt,-47.448900363202405
TAP,2015,2,2015-02-15,-47.505,ch4c13_tap_surface-flask_7_sil_month.txt,-47.42246000003261
TAP,2015,3,2015-03-15,-47.459,ch4c13_tap_surface-flask_7_sil_month.txt,-47.37401963686282
TAP,2015,4,2015-04-15,-47.423,ch4c13_tap_surface-flask_7_sil_month.txt,-47.335579273693014
TAP,2015,5,2015-05-15,-47.436,ch4c13_tap_surface-flask_7_sil_month.txt,-47.34613891052322
TAP,2015,6,2015-06-15,-47.522,ch4c13_tap_surface-flask_7_sil_month.txt,-47.429698547353425
TAP,2015,7,2015-07-15,-47.662,ch4c13_tap_surface-flask_7_sil_month.txt,-47.56725818418362
TAP,2015,8,2015-08-15,-47.793,ch4c13_tap_surface-flask_7_sil_month.txt,-47.69581782101383
TAP,2015,9,2015-09-15,-47.837,ch4c13_tap_surface-flask_7_sil_month.txt,-47.73737745784404
TAP,2015,10,2015-10-15,-47.772,ch4c13_tap_surface-flask_7_sil_month.txt,-47.66993709467424
TAP,2015,11,2015-11-15,-47.639,ch4c13_tap_surface-flask_7_sil_month.txt,-47.53449673150445
TAP,2015,12,2015-12-15,-47.538,ch4c13_tap_surface-flask_7_sil_month.txt,-47.43105636833465
TAP,2016,1,2016-01-15,-47.512,ch4c13_tap_surface-flask_7_sil_month.txt,-47.40261600516485
TAP,2016,2,2016-02-15,-47.513,ch4c13_tap_surface-flask_7_sil_month.txt,-47.40117564199505
TAP,2016,3,2016-03-15,-47.489,ch4c13_tap_surface-flask_7_sil_month.txt,-47.37473527882526
TAP,2016,4,2016-04-15,-47.441,ch4c13_tap_surface-flask_7_sil_month.txt,-47.324294915655464
TAP,2016,5,2016-05-15,-47.405,ch4c13_tap_surface-flask_7_sil_month.txt,-47.285854552485674
TAP,2016,6,2016-06-15,-47.438,ch4c13_tap_surface-flask_7_sil_month.txt,-47.31641418931588
TAP,2016,7,2016-07-15,-47.54,ch4c13_tap_surface-flask_7_sil_month.txt,-47.41597382614608
TAP,2016,8,2016-08-15,-47.681,ch4c13_tap_surface-flask_7_sil_month.txt,-47.55453346297628
TAP,2016,9,2016-09-15,-47.755,ch4c13_tap_surface-flask_7_sil_month.txt,-47.62609309980649
TAP,2016,10,2016-10-15,-47.696,ch4c13_tap_surface-flask_7_sil_month.txt,-47.56465273663669
TAP,2016,11,2016-11-15,-47.562,ch4c13_tap_surface-flask_7_sil_month.txt,-47.42821237346689
TAP,2016,12,2016-12-15,-47.468,ch4c13_tap_surface-flask_7_sil_month.txt,-47.33177201029711
TAP,2017,1,2017-01-15,-47.449,ch4c13_tap_surface-flask_7_sil_month.txt,-47.3103316471273
TAP,2017,2,2017-02-15,-47.475,ch4c13_tap_surface-flask_7_sil_month.txt,-47.33389128395751
TAP,2017,3,2017-03-15,-47.474,ch4c13_tap_surface-flask_7_sil_month.txt,-47.33045092078771
TAP,2017,4,2017-04-15,-47.44,ch4c13_tap_surface-flask_7_sil_month.txt,-47.29401055761791
TAP,2017,5,2017-05-15,-47.419,ch4c13_tap_surface-flask_7_sil_month.txt,-47.27057019444812
TAP,2017,6,2017-06-15,-47.471,ch4c13_tap_surface-flask_7_sil_month.txt,-47.32012983127832
TAP,2017,7,2017-07-15,-47.589,ch4c13_tap_surface-flask_7_sil_month.txt,-47.43568946810853
TAP,2017,8,2017-08-15,-47.704,ch4c13_tap_surface-flask_7_sil_month.txt,-47.54824910493873
TAP,2017,9,2017-09-15,-47.766,ch4c13_tap_surface-flask_7_sil_month.txt,-47.60780874176894
TAP,2017,10,2017-10-15,-47.791,ch4c13_tap_surface-flask_7_sil_month.txt,-47.63036837859914
TAP,2017,11,2017-11-15,-47.785,ch4c13_tap_surface-flask_7_sil_month.txt,-47.62192801542934
TAP,2017,12,2017-12-15,-47.746,ch4c13_tap_surface-flask_7_sil_month.txt,-47.580487652259556
TAP,2018,1,2018-01-15,-47.659,ch4c13_tap_surface-flask_7_sil_month.txt,-47.49104728908975
TAP,2018,2,2018-02-15,-47.564,ch4c13_tap_surface-flask_7_sil_month.txt,-47.39360692591996
TAP,2018,3,2018-03-15,-47.517,ch4c13_tap_surface-flask_7_sil_month.txt,-47.34416656275017
TAP,2018,4,2018-04-15,-47.515,ch4c13_tap_surface-flask_7_sil_month.txt,-47.33972619958037
TAP,2018,5,2018-05-15,-47.524,ch4c13_tap_surface-flask_7_sil_month.txt,-47.34628583641057
TAP,2018,6,2018-06-15,-47.521,ch4c13_tap_surface-flask_7_sil_month.txt,-47.340845473240776
TAP,2018,7,2018-07-15,-47.551,ch4c13_tap_surface-flask_7_sil_month.txt,-47.36840511007098
TAP,2018,8,2018-08-15,-47.657,ch4c13_tap_surface-flask_7_sil_month.txt,-47.47196474690118
TAP,2018,9,2018-09-15,-47.777,ch4c13_tap_surface-flask_7_sil_month.txt,-47.589524383731394
TAP,2018,10,2018-10-15,-47.824,ch4c13_tap_surface-flask_7_sil_month.txt,-47.63408402056159
TAP,2018,11,2018-11-15,-47.75,ch4c13_tap_surface-flask_7_sil_month.txt,-47.55764365739179
TAP,2018,12,2018-12-15,-47.632,ch4c13_tap_surface-flask_7_sil_month.txt,-47.437203294222
TAP,2019,1,2019-01-15,-47.556,ch4c13_tap_surface-flask_7_sil_month.txt,-47.3587629310522
TAP,2019,2,2019-02-15,-47.521,ch4c13_tap_surface-flask_7_sil_month.txt,-47.32132256788241
TAP,2019,3,2019-03-15,-47.489,ch4c13_tap_surface-flask_7_sil_month.txt,-47.28688220471261
TAP,2019,4,2019-04-15,-47.477,ch4c13_tap_surface-flask_7_sil_month.txt,-47.272441841542815
TAP,2019,5,2019-05-15,-47.535,ch4c13_tap_surface-flask_7_sil_month.txt,-47.32800147837302
TAP,2019,6,2019-06-15,-47.653,ch4c13_tap_surface-flask_7_sil_month.txt,-47.443561115203224
TAP,2019,7,2019-07-15,-47.808,ch4c13_tap_surface-flask_7_sil_month.txt,-47.59612075203343
TAP,2019,8,2019-08-15,-47.93,ch4c13_tap_surface-flask_7_sil_month.txt,-47.71568038886363
TAP,2019,9,2019-09-15,-47.985,ch4c13_tap_surface-flask_7_sil_month.txt,-47.76824002569384
TAP,2019,10,2019-10-15,-47.965,ch4c13_tap_surface-flask_7_sil_month.txt,-47.74579966252404
TAP,2019,11,2019-11-15,-47.892,ch4c13_tap_surface-flask_7_sil_month.txt,-47.67035929935425
TAP,2019,12,2019-12-15,-47.779,ch4c13_tap_surface-flask_7_sil_month.txt,-47.55491893618446
TAP,2020,1,2020-01-15,-47.679,ch4c13_tap_surface-flask_7_sil_month.txt,-47.45247857301465
TAP,2020,2,2020-02-15,-47.634,ch4c13_tap_surface-flask_7_sil_month.txt,-47.40503820984486
TAP,2020,3,2020-03-15,-47.645,ch4c13_tap_surface-flask_7_sil_month.txt,-47.41359784667507
TAP,2020,4,2020-04-15,-47.682,ch4c13_tap_surface-flask_7_sil_month.txt,-47.44815748350527
TAP,2020,5,2020-05-15,-47.684,ch4c13_tap_surface-flask_7_sil_month.txt,-47.44771712033547
TAP,2020,6,2020-06-15,-47.644,ch4c13_tap_surface-flask_7_sil_month.txt,-47.40527675716568
TAP,2020,7,2020-07-15,-47.644,ch4c13_tap_surface-flask_7_sil_month.txt,-47.40283639399588
TAP,2020,8,2020-08-15,-47.776,ch4c13_tap_surface-flask_7_sil_month.txt,-47.532396030826085
TAP,2020,9,2020-09-15,-47.969,ch4c13_tap_surface-flask_7_sil_month.txt,-47.722955667656294
TAP,2020,10,2020-10-15,-48.058,ch4c13_tap_surface-flask_7_sil_month.txt,-47.80951530448649
TAP,2020,11,2020-11-15,-47.993,ch4c13_tap_surface-flask_7_sil_month.txt,-47.7420749413167
TAP,2020,12,2020-12-15,-47.857,ch4c13_tap_surface-flask_7_sil_month.txt,-47.6036345781469
TAP,2021,1,2021-01-15,-47.78,ch4c13_tap_surface-flask_7_sil_month.txt,-47.52419421497711
TAP,2021,2,2021-02-15,-47.76,ch4c13_tap_surface-flask_7_sil_month.txt,-47.50175385180731
TAP,2021,3,2021-03-15,-47.731,ch4c13_tap_surface-flask_7_sil_month.txt,-47.470313488637515
TAP,2021,4,2021-04-15,-47.671,ch4c13_tap_surface-flask_7_sil_month.txt,-47.40787312546772
TAP,2021,5,2021-05-15,-47.669,ch4c13_tap_surface-flask_7_sil_month.txt,-47.40343276229792
TAP,2021,6,2021-06-15,-47.806,ch4c13_tap_surface-flask_7_sil_month.txt,-47.53799239912813
TAP,2021,7,2021-07-15,-48.017,ch4c13_tap_surface-flask_7_sil_month.txt,-47.74655203595833
TAP,2021,8,2021-08-15,-48.19,ch4c13_tap_surface-flask_7_sil_month.txt,-47.917111672788536
TAP,2021,9,2021-09-15,-48.181,ch4c13_tap_surface-flask_7_sil_month.txt,-47.90567130961874
TAP,2021,10,2021-10-15,-48.04,ch4c13_tap_surface-flask_7_sil_month.txt,-47.76223094644894
TAP,2021,11,2021-11-15,-47.88,ch4c13_tap_surface-flask_7_sil_month.txt,-47.59979058327915
TAP,2021,12,2021-12-15,-47.818,ch4c13_tap_surface-flask_7_sil_month.txt,-47.53535022010935
TAP,2022,1,2022-01-15,-47.846,ch4c13_tap_surface-flask_7_sil_month.txt,-47.56090985693955
TAP,2022,2,2022-02-15,-47.881,ch4c13_tap_surface-flask_7_sil_month.txt,-47.59346949376976
TAP,2022,3,2022-03-15,-47.875,ch4c13_tap_surface-flask_7_sil_month.txt,-47.58502913059997
TAP,2022,4,2022-04-15,-47.831,ch4c13_tap_surface-flask_7_sil_month.txt,-47.53858876743017
TAP,2022,5,2022-05-15,-47.763,ch4c13_tap_surface-flask_7_sil_month.txt,-47.46814840426037
TAP,2022,6,2022-06-15,-47.726,ch4c13_tap_surface-flask_7_sil_month.txt,-47.42870804109058
TAP,2022,7,2022-07-15,-47.768,ch4c13_tap_surface-flask_7_sil_month.txt,-47.46826767792078
TAP,2022,8,2022-08-15,-47.908,ch4c13_tap_surface-flask_7_sil_month.txt,-47.60582731475099
TAP,2022,9,2022-09-15,-48.075,ch4c13_tap_surface-flask_7_sil_month.txt,-47.770386951581195
TAP,2022,10,2022-10-15,-48.161,ch4c13_tap_surface-flask_7_sil_month.txt,-47.8539465884114
TAP,2022,11,2022-11-15,-48.132,ch4c13_tap_surface-flask_7_sil_month.txt,-47.8225062252416
TAP,2022,12,2022-12-15,-48.045,ch4c13_tap_surface-flask_7_sil_month.txt,-47.733065862071804
WLG,2001,7,2001-07-15,-47.292,ch4c13_wlg_surface-flask_7_sil_month.txt,-47.59617324263255
WLG,2001,8,2001-08-15,-47.312,ch4c13_wlg_surface-flask_7_sil_month.txt,-47.61386456352337
WLG,2001,9,2001-09-15,-47.321,ch4c13_wlg_surface-flask_7_sil_month.txt,-47.620555884414195
WLG,2001,10,2001-10-15,-47.328,ch4c13_wlg_surface-flask_7_sil_month.txt,-47.625247205305016
WLG,2001,11,2001-11-15,-47.339,ch4c13_wlg_surface-flask_7_sil_month.txt,-47.633938526195834
WLG,2001,12,2001-12-15,-47.329,ch4c13_wlg_surface-flask_7_sil_month.txt,-47.62162984708666
WLG,2002,1,2002-01-15,-47.277,ch4c13_wlg_surface-flask_7_sil_month.txt,-47.567321167977475
WLG,2002,2,2002-02-15,-47.207,ch4c13_wlg_surface-flask_7_sil_month.txt,-47.4950124888683
WLG,2002,3,2002-03-15,-47.149,ch4c13_wlg_surface-flask_7_sil_month.txt,-47.43470380975912
WLG,2002,4,2002-04-15,-47.115,ch4c13_wlg_surface-flask_7_sil_month.txt,-47.39839513064994
WLG,2002,5,2002-05-15,-47.106,ch4c13_wlg_surface-flask_7_sil_month.txt,-47.38708645154076
WLG,2002,6,2002-06-15,-47.117,ch4c13_wlg_surface-flask_7_sil_month.txt,-47.39577777243158
WLG,2002,11,2002-11-15,-47.269,ch4c13_wlg_surface-flask_7_sil_month.txt,-47.53623437688568
WLG,2002,12,2002-12-15,-47.252,ch4c13_wlg_surface-flask_7_sil_month.txt,-47.51692569777651
WLG,2003,1,2003-01-15,-47.252,ch4c13_wlg_surface-flask_7_sil_month.txt,-47.51461701866732
WLG,2003,2,2003-02-15,-47.247,ch4c13_wlg_surface-flask_7_sil_month.txt,-47.50730833955814
WLG,2003,3,2003-03-15,-47.195,ch4c13_wlg_surface-flask_7_sil_month.txt,-47.45299966044897
WLG,2003,4,2003-04-15,-47.102,ch4c13_wlg_surface-flask_7_sil_month.txt,-47.35769098133978
WLG,2003,5,2003-05-15,-47.045,ch4c13_wlg_surface-flask_7_sil_month.txt,-47.29838230223061
WLG,2003,6,2003-06-15,-47.091,ch4c13_wlg_surface-flask_7_sil_month.txt,-47.34207362312143
WLG,2003,7,2003-07-15,-47.24,ch4c13_wlg_surface-flask_7_sil_month.txt,-47.488764944012246
WLG,2003,8,2003-08-15,-47.375,ch4c13_wlg_surface-flask_7_sil_month.txt,-47.62145626490307
WLG,2003,9,2003-09-15,-47.425,ch4c13_wlg_surface-flask_7_sil_month.txt,-47.66914758579389
WLG,2003,10,2003-10-15,-47.367,ch4c13_wlg_surface-flask_7_sil_month.txt,-47.6088389066847
WLG,2003,11,2003-11-15,-47.287,ch4c13_wlg_surface-flask_7_sil_month.txt,-47.52653022757553
WLG,2003,12,2003-12-15,-47.237,ch4c13_wlg_surface-flask_7_sil_month.txt,-47.47422154846635
WLG,2004,1,2004-01-15,-47.222,ch4c13_wlg_surface-flask_7_sil_month.txt,-47.45691286935717
WLG,2004,2,2004-02-15,-47.194,ch4c13_wlg_surface-flask_7_sil_month.txt,-47.42660419024799
WLG,2004,3,2004-03-15,-47.121,ch4c13_wlg_surface-flask_7_sil_month.txt,-47.351295511138815
WLG,2004,4,2004-04-15,-47.059,ch4c13_wlg_surface-flask_7_sil_month.txt,-47.286986832029626
WLG,2004,5,2004-05-15,-47.086,ch4c13_wlg_surface-flask_7_sil_month.txt,-47.31167815292045
WLG,2004,6,2004-06-15,-47.199,ch4c13_wlg_surface-flask_7_sil_month.txt,-47.42236947381127
WLG,2004,7,2004-07-15,-47.303,ch4c13_wlg_surface-flask_7_sil_month.txt,-47.52406079470209
WLG,2004,8,2004-08-15,-47.353,ch4c13_wlg_surface-flask_7_sil_month.txt,-47.571752115592915
WLG,2004,9,2004-09-15,-47.355,ch4c13_wlg_surface-flask_7_sil_month.txt,-47.57144343648373
WLG,2004,10,2004-10-15,-47.371,ch4c13_wlg_surface-flask_7_sil_month.txt,-47.585134757374554
WLG,2004,11,2004-11-15,-47.408,ch4c13_wlg_surface-flask_7_sil_month.txt,-47.619826078265376
WLG,2004,12,2004-12-15,-47.394,ch4c13_wlg_surface-flask_7_sil_month.txt,-47.603517399156196
WLG,2005,1,2005-01-15,-47.274,ch4c13_wlg_surface-flask_7_sil_month.txt,-47.481208720047015
WLG,2005,2,2005-02-15,-47.114,ch4c13_wlg_surface-flask_7_sil_month.txt,-47.318900040937834
WLG,2005,3,2005-03-15,-47.031,ch4c13_wlg_surface-flask_7_sil_month.txt,-47.23359136182866
WLG,2005,4,2005-04-15,-47.05,ch4c13_wlg_surface-flask_7_sil_month.txt,-47.25028268271947
WLG,2005,5,2005-05-15,-47.164,ch4c13_wlg_surface-flask_7_sil_month.txt,-47.3619740036103
WLG,2005,6,2005-06-15,-47.294,ch4c13_wlg_surface-flask_7_sil_month.txt,-47.48966532450112
WLG,2005,7,2005-07-15,-47.37,ch4c13_wlg_surface-flask_7_sil_month.txt,-47.563356645391934
WLG,2005,8,2005-08-15,-47.404,ch4c13_wlg_surface-flask_7_sil_month.txt,-47.59504796628276
WLG,2005,12,2005-12-15,-47.426,ch4c13_wlg_surface-flask_7_sil_month.txt,-47.607813249846046
WLG,2006,1,2006-01-15,-47.347,ch4c13_wlg_surface-flask_7_sil_month.txt,-47.52650457073686
WLG,2006,2,2006-02-15,-47.245,ch4c13_wlg_surface-flask_7_sil_month.txt,-47.42219589162768
WLG,2006,3,2006-03-15,-47.162,ch4c13_wlg_surface-flask_7_sil_month.txt,-47.336887212518505
WLG,2006,4,2006-04-15,-47.111,ch4c13_wlg_surface-flask_7_sil_month.txt,-47.28357853340932
WLG,2006,5,2006-05-15,-47.115,ch4c13_wlg_surface-flask_7_sil_month.txt,-47.28526985430015
WLG,2006,6,2006-06-15,-47.185,ch4c13_wlg_surface-flask_7_sil_month.txt,-47.35296117519097
WLG,2006,7,2006-07-15,-47.279,ch4c13_wlg_surface-flask_7_sil_month.txt,-47.44465249608179
WLG,2006,8,2006-08-15,-47.328,ch4c13_wlg_surface-flask_7_sil_month.txt,-47.49134381697261
WLG,2006,9,2006-09-15,-47.312,ch4c13_wlg_surface-flask_7_sil_month.txt,-47.47303513786343
WLG,2006,10,2006-10-15,-47.28,ch4c13_wlg_surface-flask_7_sil_month.txt,-47.438726458754246
WLG,2006,11,2006-11-15,-47.285,ch4c13_wlg_surface-flask_7_sil_month.txt,-47.441417779645064
WLG,2006,12,2006-12-15,-47.307,ch4c13_wlg_surface-flask_7_sil_month.txt,-47.46110910053589
WLG,2007,1,2007-01-15,-47.281,ch4c13_wlg_surface-flask_7_sil_month.txt,-47.432800421426705
WLG,2007,2,2007-02-15,-47.173,ch4c13_wlg_surface-flask_7_sil_month.txt,-47.32249174231753
WLG,2007,3,2007-03-15,-47.051,ch4c13_wlg_surface-flask_7_sil_month.txt,-47.198183063208354
WLG,2007,10,2007-10-15,-47.319,ch4c13_wlg_surface-flask_7_sil_month.txt,-47.450022309444094
WLG,2007,11,2007-11-15,-47.353,ch4c13_wlg_surface-flask_7_sil_month.txt,-47.481713630334916
WLG,2007,12,2007-12-15,-47.385,ch4c13_wlg_surface-flask_7_sil_month.txt,-47.511404951225735
WLG,2008,1,2008-01-15,-47.359,ch4c13_wlg_surface-flask_7_sil_month.txt,-47.483096272116555
WLG,2008,2,2008-02-15,-47.265,ch4c13_wlg_surface-flask_7_sil_month.txt,-47.38678759300738
WLG,2008,3,2008-03-15,-47.121,ch4c13_wlg_surface-flask_7_sil_month.txt,-47.2404789138982
WLG,2008,4,2008-04-15,-47.017,ch4c13_wlg_surface-flask_7_sil_month.txt,-47.13417023478902
WLG,2008,5,2008-05-15,-47.017,ch4c13_wlg_surface-flask_7_sil_month.txt,-47.13186155567984
WLG,2008,6,2008-06-15,-47.118,ch4c13_wlg_surface-flask_7_sil_month.txt,-47.23055287657066
WLG,2008,7,2008-07-15,-47.259,ch4c13_wlg_surface-flask_7_sil_month.txt,-47.369244197461484
WLG,2008,8,2008-08-15,-47.357,ch4c13_wlg_surface-flask_7_sil_month.txt,-47.4649355183523
WLG,2008,9,2008-09-15,-47.403,ch4c13_wlg_surface-flask_7_sil_month.txt,-47.50862683924312
WLG,2008,10,2008-10-15,-47.406,ch4c13_wlg_surface-flask_7_sil_month.txt,-47.509318160133944
WLG,2008,11,2008-11-15,-47.401,ch4c13_wlg_surface-flask_7_sil_month.txt,-47.50200948102477
WLG,2008,12,2008-12-15,-47.393,ch4c13_wlg_surface-flask_7_sil_month.txt,-47.491700801915584
WLG,2009,1,2009-01-15,-47.354,ch4c13_wlg_surface-flask_7_sil_month.txt,-47.450392122806406
WLG,2009,2,2009-02-15,-47.273,ch4c13_wlg_surface-flask_7_sil_month.txt,-47.36708344369723
WLG,2009,3,2009-03-15,-47.16,ch4c13_wlg_surface-flask_7_sil_month.txt,-47.25177476458805
WLG,2009,4,2009-04-15,-47.092,ch4c13_wlg_surface-flask_7_sil_month.txt,-47.18146608547887
WLG,2009,5,2009-05-15,-47.116,ch4c13_wlg_surface-flask_7_sil_month.txt,-47.20315740636969
WLG,2009,6,2009-06-15,-47.221,ch4c13_wlg_surface-flask_7_sil_month.txt,-47.30584872726051
WLG,2009,7,2009-07-15,-47.336,ch4c13_wlg_surface-flask_7_sil_month.txt,-47.41854004815133
